(/ (+ 1 (- (sin (* 2 x)) (cos (* 2 x)))) (+ 1 (+ (sin (* 2 x)) (cos (* 2 x)))))	(tan x)
(- (csc (* 2 u)) (cot (* 2 u)))	(tan u)
(+ (csc (* 2 u)) (cot (* 2 u)))	(cot u)
(- (cot (/ x 2)) (cot x))	(csc x)
(/ (- 1 (cos (* 4 A))) (sin (* 4 A)))	(tan (* 2 A))
(/ (sin (* 4 A)) (+ 1 (cos (* 4 A))))	(tan (* 2 A))
(- (* 2 (pow (sin (* 2 x)) 2)) 1)	(* -1 (cos (* 4 x)))
(/ (pow (sin (* 2 x)) 2) (- 1 (cos (* 2 x))))	(+ 1 (cos (* 2 x)))
(/ (pow (sin (* 2 x)) 2) (+ 1 (cos (* 2 x))))	(- 1 (cos (* 2 x)))
(* (tan (* 2 x)) (- 1 (pow (tan x) 2)))	(* 2 (tan x))
(/ 2 (+ 1 (cos (* 2 b))))	(pow (sec b) 2)
(/ 2 (- 1 (cos (* 2 b))))	(pow (csc b) 2)
(* 2 (cot (* 2 x)))	(- (cot x) (tan x))
(* 2 (csc (* 2 x)))	(+ (tan x) (cot x))
(/ (- (sin (* 3 x)) (sin x)) (- (cos x) (cos (* 3 x))))	(cot (* 2 x))
(/ (- (tan x) (sin x)) (* 2 (tan x)))	(pow (sin (/ x 2)) 2)
(/ (+ (tan x) (sin x)) (* 2 (tan x)))	(pow (cos (/ x 2)) 2)
(* (* 2 (pow (sin (/ x 2)) 2)) (csc x))	(tan (/ x 2))
(* (+ (sec x) (tan x)) (- 1 (sin x)))	(cos x)
(* (+ 1 (+ (tan x) (sec x))) (+ 1 (- (cot x) (csc x))))	2
(+ (pow (+ (sin x) (csc x)) 2) (pow (+ (cos x) (sec x)) 2))	(+ 7 (+ (pow (tan x) 2) (pow (cot x) 2)))
(* (- (csc x) (sin x)) (* (- (sec x) (cos x)) (+ (tan x) (cot x))))	1
(* (+ 1 (pow (tan x) 2)) (* (- 1 (sin x)) (+ 1 (sin x))))	1
(/ (+ (- (cos x) (sin x)) 1) (- (+ (cos x) (sin x)) 1))	(+ (csc x) (cot x))
(/ (+ (- (sin x) (cos x)) 1) (- (+ (sin x) (cos x)) 1))	(/ 1 (- (sec x) (tan x)))
(/ (- (+ 1 (sec x)) (tan x)) (+ (+ 1 (sec x)) (tan x)))	(/ (- 1 (sin x)) (cos x))
(+ (/ (pow (tan x) 3) (+ 1 (pow (tan x) 2))) (/ (pow (cot x) 3) (+ 1 (pow (cot x) 2))))	(- (* (sec x) (csc x)) (* 2 (* (sin x) (cos x))))
(+ (/ (+ (sin x) (cos x)) (- (sin x) (cos x))) (/ (- (sin x) (cos x)) (+ (sin x) (cos x))))	(/ 2 (- (* 2 (pow (sin x) 2)) 1))
(* (* (sec x) (- 1 (sin x))) (+ (sec x) (tan x)))	1
(- 1 (* 2 (* (pow (sin x) 2) (pow (cos x) 2))))	(+ (pow (sin x) 4) (pow (cos x) 4))
(- 1 (* 3 (* (pow (sin x) 2) (pow (cos x) 2))))	(+ (pow (sin x) 6) (pow (cos x) 6))
(+ (/ (cos x) (sin x)) (/ (sin x) (cos x)))	(* (sec x) (csc x))
(/ (pow (sin x) 2) (cos x))	(- (sec x) (cos x))
(/ (pow (cos x) 2) (sin x))	(- (csc x) (sin x))
(+ (/ 1 (- (sec x) (tan x))) (/ 1 (+ (sec x) (tan x))))	(* 2 (sec x))
(/ (* (+ 1 (pow (cot x) 2)) (tan x)) (pow (sec x) 2))	(cot x)
(* (- (pow (sec x) 2) 1) (- (pow (csc x) 2) 1))	1
(- (* (pow (sin x) 2) (pow (sec x) 2)) (pow (sin x) 2))	(* (pow (tan x) 2) (pow (sin x) 2))
(* (+ 1 (/ 1 (pow (tan x) 2))) (+ 1 (/ 1 (pow (cot x) 2))))	(/ 1 (- (pow (sin x) 2) (pow (sin x) 4)))
(+ 1 (* 2 (* (sin x) (cos x))))	(pow (+ (sin x) (cos x)) 2)
(+ (pow (+ (sin x) (cos x)) 2) (pow (- (sin x) (cos x)) 2))	2
(* (pow (sec x) 2) (pow (csc x) 2))	(pow (+ (tan x) (cot x)) 2)
(+ (* (pow (sin x) 2) (pow (cot x) 2)) (* (pow (cos x) 2) (pow (tan x) 2)))	1
(* (- 1 (pow (sin x) 2)) (pow (sec x) 2))	1
(* (- 1 (pow (cos x) 2)) (pow (csc x) 2))	1
(* (cot x) (sin x))	(cos x)
(/ (- 1 (sin x)) (+ 1 (sin x)))	(pow (- (sec x) (tan x)) 2)
(/ (cos x) (- 1 (sin x)))	(+ (sec x) (tan x))
(/ (pow (tan x) 2) (+ 1 (pow (tan x) 2)))	(pow (sin x) 2)
(/ (pow (cot x) 2) (+ 1 (pow (cot x) 2)))	(pow (cos x) 2)
(/ 1 (+ 1 (pow (tan x) 2)))	(pow (cos x) 2)
(- (/ (sin x) (+ (cot x) (csc x))) (/ (sin x) (- (cot x) (csc x))))	2
(* (- (sec x) (cos x)) (+ (sec x) (cos x)))	(+ (pow (sin x) 2) (pow (tan x) 2))
(* (- (csc x) (sin x)) (+ (csc x) (sin x)))	(+ (pow (cos x) 2) (pow (cot x) 2))
(+ (pow (tan x) 6) (+ (* 3 (* (pow (tan x) 2) (pow (sec x) 2))) 1))	(pow (sec x) 6)
(+ (pow (cot x) 6) (+ (* 3 (* (pow (cot x) 2) (pow (csc x) 2))) 1))	(pow (csc x) 6)
(+ (- (* 2 (pow (sec x) 2)) (pow (sec x) 4)) (- (pow (csc x) 4) (* 2 (pow (csc x) 2))))	(- (pow (cot x) 4) (pow (tan x) 4))
(* (+ (sin x) (cos x)) (+ (tan x) (cot x)))	(+ (sec x) (csc x))
(+ (* (sin x) (+ 1 (tan x))) (* (cos x) (+ 1 (cot x))))	(+ (sec x) (csc x))
(/ (- (* 2 (pow (cos x) 2)) 1) (* (sin x) (cos x)))	(- (cot x) (tan x))
(* 2 (* (sin (/ (+ a b) 2)) (cos (/ (- a b) 2))))	(+ (sin a) (sin b))
(* 2 (* (cos (/ (+ a b) 2)) (sin (/ (- a b) 2))))	(- (sin a) (sin b))
(* 2 (* (cos (/ (+ a b) 2)) (cos (/ (- a b) 2))))	(+ (cos a) (cos b))
(* -1 (* 2 (* (sin (/ (+ a b) 2)) (sin (/ (- a b) 2)))))	(- (cos a) (cos b))
(/ (+ (sin x) (sin (* 3 x))) (+ (cos x) (cos (* 3 x))))	(tan (* 2 x))
(/ (+ (sin (* 5 x)) (sin (* 3 x))) (+ (cos (* 5 x)) (cos (* 3 x))))	(tan (* 4 x))
(- 1 (* 8 (* (pow (sin x) 2) (pow (cos x) 2))))	(cos (* 4 x))
(- (pow (sin (+ a b)) 2) (pow (sin (- a b)) 2))	(* (sin (* 2 a)) (sin (* 2 b)))
(+ (pow (cos x) 2) (+ (pow (cos (+ x (/ pi 3))) 2) (pow (cos (- x (/ pi 3))) 2)))	(/ 3 2)
(/ 1 (+ (sec x) (tan x)))	(- (sec x) (tan x))
(+ (/ 1 (- (csc x) (cot x))) (/ 1 (+ (csc x) (cot x))))	(* 2 (csc x))
(+ 1 (/ (pow (tan x) 2) (+ 1 (sec x))))	(sec x)
(* (pow (- (sec x) (tan x)) 2) (+ 1 (sin x)))	(- 1 (sin x))
(+ (/ (sin x) (- (+ (sec x) (tan x)) 1)) (/ (cos x) (- (+ (csc x) (cot x)) 1)))	1
(/ (- (+ (cot x) (csc x)) 1) (+ (- (cot x) (csc x)) 1))	(/ (+ 1 (cos x)) (sin x))
(/ (+ (pow (sin x) 3) (pow (cos x) 3)) (+ (sin x) (cos x)))	(- 1 (* (sin x) (cos x)))
(/ (- (pow (sin x) 3) (pow (cos x) 3)) (- (sin x) (cos x)))	(+ 1 (* (sin x) (cos x)))
(+ (/ (sin x) (- 1 (cos x))) (/ (tan x) (+ 1 (cos x))))	(+ (* (sec x) (csc x)) (cot x))
(- (/ 1 (- 1 (cos x))) (/ 1 (+ 1 (cos x))))	(* 2 (* (cot x) (csc x)))
(+ (/ (csc x) (- (csc x) 1)) (/ (csc x) (+ (csc x) 1)))	(* 2 (pow (sec x) 2))
(+ (/ (sec x) (- (sec x) 1)) (/ (sec x) (+ (sec x) 1)))	(* 2 (pow (csc x) 2))
(/ (tan x) (pow (sec x) 2))	(* (sin x) (cos x))
(+ (- (* 2 (+ (pow (sin x) 6) (pow (cos x) 6))) (* 3 (+ (pow (sin x) 4) (pow (cos x) 4)))) 1)	0
(* (+ 1 (+ (cot x) (tan x))) (- (sin x) (cos x)))	(- (* (sin x) (tan x)) (* (cos x) (cot x)))
(/ (- (cos (* 9 x)) (cos (* 5 x))) (- (sin (* 17 x)) (sin (* 3 x))))	(* -1 (/ (sin (* 2 x)) (cos (* 10 x))))
(+ (sin x) (+ (sin (* 3 x)) (+ (sin (* 5 x)) (sin (* 7 x)))))	(* 4 (* (cos x) (* (cos (* 2 x)) (sin (* 4 x)))))
(- (+ (- (* 32 (pow (cos x) 6)) (* 48 (pow (cos x) 4))) (* 18 (pow (cos x) 2))) 1)	(cos (* 6 x))
(+ (/ (cot x) (+ (csc x) 1)) (/ (+ (csc x) 1) (cot x)))	(* 2 (sec x))
(+ (/ (tan x) (- (sec x) 1)) (/ (tan x) (+ (sec x) 1)))	(* 2 (csc x))
(/ (- (sec x) 1) (+ (sec x) 1))	(pow (- (csc x) (cot x)) 2)
(+ (pow (- 1 (tan x)) 2) (pow (+ 1 (tan x)) 2))	(* 2 (pow (sec x) 2))
(+ (pow (- 1 (cot x)) 2) (pow (+ 1 (cot x)) 2))	(* 2 (pow (csc x) 2))
(* (- (pow (sin x) 2) (pow (cos x) 2)) (- 1 (* 2 (* (pow (sin x) 2) (pow (cos x) 2)))))	(- (pow (sin x) 8) (pow (cos x) 8))
(* (sin t) (* (sin (- (/ pi 3) t)) (sin (+ (/ pi 3) t))))	(/ (sin (* 3 t)) 4)
(* (cos t) (* (cos (- (/ pi 3) t)) (cos (+ (/ pi 3) t))))	(/ (cos (* 3 t)) 4)
(- (/ (cos x) (sin x)) (/ (sin x) (cos x)))	(* 2 (cot (* 2 x)))
(* (* (cos x) (cos (* 2 x))) (cos (* 4 x)))	(/ (sin (* 8 x)) (* 8 (sin x)))
(* (* (cos x) (cos (* 2 x))) (* (cos (* 4 x)) (cos (* 8 x))))	(/ (sin (* 16 x)) (* 16 (sin x)))
(+ (sin x) (+ (sin (+ x (/ (* 2 pi) 3))) (sin (+ x (/ (* 4 pi) 3)))))	0
(+ (cos x) (+ (cos (+ x (/ (* 2 pi) 3))) (cos (+ x (/ (* 4 pi) 3)))))	0
(- (pow (cos (- x y)) 2) (pow (sin (+ x y)) 2))	(* (cos (* 2 x)) (cos (* 2 y)))
(* 4 (* (sin x) (* (sin (- (/ pi 3) x)) (sin (+ (/ pi 3) x)))))	(sin (* 3 x))
(* 4 (* (cos x) (* (cos (- (/ pi 3) x)) (cos (+ (/ pi 3) x)))))	(cos (* 3 x))
(/ (+ (sin a) (sin b)) (+ (cos a) (cos b)))	(tan (/ (+ a b) 2))
(/ (- (sin a) (sin b)) (+ (cos a) (cos b)))	(tan (/ (- a b) 2))
(/ (- (sin a) (sin b)) (- (cos a) (cos b)))	(* -1 (cot (/ (+ a b) 2)))
(/ (- (tan (* 3 x)) (+ (tan (* 2 x)) (tan x))) (* (tan (* 2 x)) (tan x)))	(tan (* 3 x))
(/ (- (* (cot x) (cot y)) 1) (+ (cot x) (cot y)))	(cot (+ x y))
(- (* 2 (+ (pow (sin x) 6) (pow (cos x) 6))) (* 3 (+ (pow (sin x) 4) (pow (cos x) 4))))	-1
(+ (pow (sin x) 2) (+ (pow (sin (+ x (/ pi 3))) 2) (pow (sin (- x (/ pi 3))) 2)))	1.5
(+ (pow (cos x) 2) (+ (pow (cos (+ x (/ (* 2 pi) 3))) 2) (pow (cos (- x (/ (* 2 pi) 3))) 2)))	1.5
(/ (+ (sin (* 4 x)) (sin (* 2 x))) (+ (cos (* 4 x)) (cos (* 2 x))))	(tan (* 3 x))
(/ (+ (sin x) (+ (sin (* 2 x)) (sin (* 3 x)))) (+ (cos x) (+ (cos (* 2 x)) (cos (* 3 x)))))	(tan (* 2 x))
(* (- (csc x) (cot x)) (+ (csc x) (cot x)))	1
(+ (pow (tan x) 2) 1)	(pow (sec x) 2)
(+ 1 (* (tan x) (tan (/ x 2))))	(sec x)
(/ (tan x) (+ 1 (pow (tan x) 2)))	(/ (sin (* 2 x)) 2)
(- (cot x) (cot (* 2 x)))	(csc (* 2 x))
(- (cot x) (* 2 (cot (* 2 x))))	(tan x)
(+ (cos (* 2 x)) (* 2 (pow (sin x) 2)))	1
(/ (+ (sin (* 7 x)) (sin (* 5 x))) (+ (cos (* 7 x)) (cos (* 5 x))))	(tan (* 6 x))
(/ (- (sin (* 5 x)) (sin (* 3 x))) (- (cos (* 3 x)) (cos (* 5 x))))	(cot (* 4 x))
(/ (+ (cos (* 3 x)) (cos x)) (+ (sin (* 3 x)) (sin x)))	(cot (* 2 x))
(/ (+ (sin (* 3 x)) (sin x)) (* 2 (sin (* 2 x))))	(cos x)
(/ (- (cos x) (cos (* 3 x))) (* 2 (sin (* 2 x))))	(sin x)
(* 2 (* (sin (+ x (/ pi 4))) (cos (- x (/ pi 4)))))	(+ (sin (* 2 x)) 1)
(pow (+ (cos x) (sin x)) 2)	(+ 1 (sin (* 2 x)))
(+ (pow (sec x) 2) (pow (csc x) 2))	(pow (* (sec x) (csc x)) 2)
(/ (+ 1 (cos (* 2 x))) (- 1 (cos (* 2 x))))	(pow (cot x) 2)
(/ (+ (tan x) (tan y)) (+ (cot x) (cot y)))	(* (tan x) (tan y))
(* (sin (- (/ pi 4) x)) (cos (- (/ pi 4) x)))	(/ (cos (* 2 x)) 2)
(/ (- (sin x) (sin (* 3 x))) (- (pow (sin x) 2) (pow (cos x) 2)))	(* 2 (sin x))
(+ (cos (* 2 x)) (pow (sin x) 2))	(pow (cos x) 2)
(/ (- 1 (* (tan x) (tan y))) (+ 1 (* (tan x) (tan y))))	(/ (cos (+ x y)) (cos (- x y)))
(+ (pow (sin x) 2) (pow (sin (- (/ pi 2) x)) 2))	1
(- (pow (+ (sin x) (cos x)) 2) 1)	(sin (* 2 x))
(/ (+ (sin (* 5 x)) (sin x)) (+ (cos (* 5 x)) (cos x)))	(tan (* 3 x))
(/ (- (cos x) (cos (* 5 x))) (- (sin (* 5 x)) (sin x)))	(tan (* 3 x))
(- (* (sin x) (pow (cos x) 3)) (* (cos x) (pow (sin x) 3)))	(/ (sin (* 4 x)) 4)
(/ (sin (* 3 x)) (+ (* 2 (cos (* 2 x))) 1))	(sin x)
(/ (cos (* 3 x)) (- (* 2 (cos (* 2 x))) 1))	(cos x)
(* (sin x) (sec x))	(tan x)
(/ (- (cos (* 2 x)) (cos (* 4 x))) (* 2 (sin (* 3 x))))	(sin x)
(/ (+ (sin (* 2 x)) (sin (* 4 x))) (* 2 (cos x)))	(sin (* 3 x))
(* (* (sin x) (cos x)) (cos (* 2 x)))	(/ (sin (* 4 x)) 4)
(/ (sin x) (csc x))	(pow (sin x) 2)
(* (cos x) (tan x))	(sin x)
(* (sec x) (* (- 1 (sin x)) (+ (sec x) (tan x))))	1
(* (csc x) (* (+ 1 (cos x)) (- (csc x) (cot x))))	1
(* (- (sec x) (cos x)) (- (csc x) (sin x)))	(* (sin x) (cos x))
(* (+ (sin x) (cos x)) (- 1 (* (sin x) (cos x))))	(+ (pow (sin x) 3) (pow (cos x) 3))
(* (- (sin x) (cos x)) (+ 1 (* (sin x) (cos x))))	(- (pow (sin x) 3) (pow (cos x) 3))
(- (pow (tan x) 2) (pow (sin x) 2))	(pow (* (tan x) (sin x)) 2)
(- (pow (cot x) 2) (pow (cos x) 2))	(pow (* (cot x) (cos x)) 2)
(* (- (csc x) (cot x)) (+ 1 (cos x)))	(sin x)
(/ (+ 1 (pow (tan x) 2)) (+ 1 (pow (cot x) 2)))	(pow (tan x) 2)
(/ (- (pow (cos x) 2) (pow (sin x) 2)) (* (sin x) (cos x)))	(* 2 (cot (* 2 x)))
(* (+ 1 (+ (tan x) (cot x))) (- (sin x) (cos x)))	(- (* (sin x) (tan x)) (* (cos x) (cot x)))
(+ (- (pow (cos x) 4) (pow (sin x) 4)) 1)	(* 2 (pow (cos x) 2))
(- (pow (+ (* (sec A) (sec B)) (* (tan A) (tan B))) 2) (pow (+ (* (sec A) (tan B)) (* (tan A) (sec B))) 2))	1
(* (- (+ 1 (cot A)) (csc A)) (+ (+ 1 (tan A)) (sec A)))	2
(* (pow (sec x) 2) (- (pow (sec x) 2) 1))	(+ (pow (tan x) 4) (pow (tan x) 2))
(+ (+ (* (pow (sin x) 2) (tan x)) (* (pow (cos x) 2) (cot x))) (* 2 (* (sin x) (cos x))))	(+ (tan x) (cot x))
(/ (- (+ 1 (sin x)) (cos x)) (+ (+ 1 (sin x)) (cos x)))	(tan (/ x 2))
(* 2 (pow (cos (/ x 2)) 2))	(+ 1 (cos x))
(* -2 (* (sin (/ (+ A B) 2)) (sin (/ (- A B) 2))))	(- (cos A) (cos B))
(/ (- (cos x) (cos (* 3 x))) (+ (sin x) (sin (* 3 x))))	(tan x)
(/ (cos (* 2 x)) (+ 1 (sin (* 2 x))))	(tan (- (/ pi 4) x))
(/ (+ (cos x) (sin x)) (- (cos x) (sin x)))	(tan (+ (/ pi 4) x))
(- (* 4 (* (sin x) (pow (cos x) 3))) (* 4 (* (pow (sin x) 3) (cos x))))	(sin (* 4 x))
(- (+ (- (* 2 (pow (sec x) 2)) (pow (sec x) 4)) (pow (csc x) 4)) (* 2 (pow (csc x) 2)))	(- (pow (cot x) 4) (pow (tan x) 4))
(- (* (pow (sin A) 2) (pow (cos B) 2)) (* (pow (cos A) 2) (pow (sin B) 2)))	(- (pow (sin A) 2) (pow (sin B) 2))
(/ (- (pow (sin A) 2) (pow (sin B) 2)) (* (pow (cos A) 2) (pow (cos B) 2)))	(- (pow (tan A) 2) (pow (tan B) 2))
(- (* (pow (sec x) 4) (- 1 (pow (sin x) 4))) (* 2 (pow (tan x) 2)))	1
(+ (pow (tan t) 4) (+ (* 2 (pow (tan t) 2)) 1))	(pow (sec t) 4)
(+ (* (sin t) (cot t)) (* (cos t) (tan t)))	(+ (cos t) (sin t))
(/ (csc x) (+ (cot x) (tan x)))	(cos x)
(/ (- (+ (pow (sin x) 6) (pow (cos x) 6)) 1) (- (+ (pow (sin x) 4) (pow (cos x) 4)) 1))	(/ 3 2)
(- (/ (+ (cos A) (sin A)) (- (cos A) (sin A))) (/ (- (cos A) (sin A)) (+ (cos A) (sin A))))	(* 2 (tan (* 2 A)))
(/ (- (sec (* 8 A)) 1) (- (sec (* 4 A)) 1))	(/ (tan (* 8 A)) (tan (* 2 A)))
(- (pow (csc x) 4) (pow (cot x) 4))	(+ 1 (* 2 (pow (cot x) 2)))
(/ (- (tan A) (tan B)) (- (cot B) (cot A)))	(* (tan A) (tan B))
(* (tan x) (tan (- (/ pi 2) x)))	1
(- (/ (sin (* 2 x)) (sin x)) (/ (cos (* 2 x)) (cos x)))	(sec x)
(/ (- (sec x) (cos x)) (- (csc x) (sin x)))	(pow (tan x) 3)
(+ (/ (cot x) (- (csc x) 1)) (/ (cot x) (+ (csc x) 1)))	(* 2 (sec x))
(/ (+ (sec x) (tan x)) (- (sec x) (tan x)))	(pow (+ (sec x) (tan x)) 2)
(/ (+ (csc x) (cot x)) (- (csc x) (cot x)))	(pow (+ (csc x) (cot x)) 2)
(+ (/ 1 (+ (sec x) 1)) (/ 1 (- (sec x) 1)))	(* 2 (* (cot x) (csc x)))
(+ (/ 1 (- (csc x) 1)) (/ 1 (+ (csc x) 1)))	(* 2 (* (tan x) (sec x)))
(pow (- 1 (pow (sin x) 2)) 2)	(pow (cos x) 4)
(* (sin (+ pi x)) (sin (+ (/ pi 2) x)))	(* -1 (* (sin x) (cos x)))
(* (cos (+ pi x)) (cos (- (/ pi 2) x)))	(* -1 (* (sin x) (cos x)))
(* (sin (- pi x)) (cos (+ (/ pi 2) x)))	(* -1 (pow (sin x) 2))
(* (cos (- pi x)) (sin (+ (/ (* 3 pi) 2) x)))	(pow (cos x) 2)
(* (sin (- (/ (* 3 pi) 2) x)) (sin (+ (/ pi 2) x)))	(* -1 (pow (cos x) 2))
(* (cos (- (* 2 pi) x)) (cos (+ pi x)))	(* -1 (pow (cos x) 2))
(* (sin (- (* 2 pi) x)) (sin (+ pi x)))	(pow (sin x) 2)
(* (tan (+ pi x)) (cot (- pi x)))	-1
(* (tan (+ (/ pi 2) x)) (tan (- pi x)))	1
(* (sec (+ pi x)) (cos (- (* 2 pi) x)))	-1
(* (csc (- pi x)) (sin (+ pi x)))	-1
(* (tan (- (* 2 pi) x)) (cot (+ pi x)))	-1
(* (sec (- pi x)) (cos (+ pi x)))	1
(* (sin (+ (/ pi 2) x)) (sec (- pi x)))	-1
(* (cos (+ (/ pi 2) x)) (csc (- (* 2 pi) x)))	1
(* (* (tan (- pi x)) (cos (+ pi x))) (csc x))	1
(/ (sin (+ pi x)) (sin (- pi x)))	-1
(/ (cos (- (* 2 pi) x)) (cos (+ pi x)))	-1
(/ (tan (- pi x)) (tan (+ pi x)))	-1
(/ (sin (+ (/ pi 2) x)) (cos (- (* 2 pi) x)))	1
(/ (cos (+ (/ pi 2) x)) (sin (+ pi x)))	1
(/ (sin (+ (/ (* 3 pi) 2) x)) (cos (+ pi x)))	1
(/ (cos (- (/ (* 3 pi) 2) x)) (sin (- pi x)))	-1
(/ (* (sin (+ pi x)) (cos (- (* 2 pi) x))) (cos (- pi x)))	(sin x)
(/ (* (cos (+ pi x)) (sin (- (* 2 pi) x))) (sin (- pi x)))	(cos x)
(/ (* (sin (- pi x)) (cos (+ (/ pi 2) x))) (sin (+ pi x)))	(sin x)
(/ (* (tan (- pi x)) (cos (- (* 2 pi) x))) (sin (+ pi x)))	1
(* (sin (+ (/ pi 2) x)) (tan (+ pi x)))	(sin x)
(* (cos (- (/ pi 2) x)) (cot (+ pi x)))	(cos x)
(* (sin (- (/ (* 3 pi) 2) x)) (tan (- (* 2 pi) x)))	(sin x)
(* (cos (+ (/ (* 3 pi) 2) x)) (cot (- pi x)))	(* -1 (cos x))
(* (tan (+ (/ pi 2) x)) (sin (+ pi x)))	(cos x)
(* (tan (- (/ pi 2) x)) (sin (- (* 2 pi) x)))	(* -1 (cos x))
(* (cot (+ (/ pi 2) x)) (cos (- pi x)))	(sin x)
(* (cot (- (/ pi 2) x)) (cos (+ pi x)))	(* -1 (sin x))
(* (sin (* -1 x)) (cos (- pi x)))	(* (sin x) (cos x))
(* (cos (* -1 x)) (sin (+ pi x)))	(* -1 (* (sin x) (cos x)))
(* (tan (* -1 x)) (cos (* -1 x)))	(* -1 (sin x))
(/ (sin (* -1 x)) (sin (+ pi x)))	1
(/ (cos (* -1 x)) (cos (- (* 2 pi) x)))	1
(+ (tan (* -1 x)) (tan (+ pi x)))	0
(+ (sin (* -1 x)) (sin (- (* 2 pi) x)))	(* -2 (sin x))
(+ (cos (+ pi x)) (cos (* -1 x)))	0
(+ (sin (- pi x)) (sin (* -1 x)))	0
(+ (sin (+ (/ pi 2) x)) (cos (- pi x)))	0
(- (sin (+ (/ pi 2) x)) (cos (- (* 2 pi) x)))	0
(+ (cos (+ (/ pi 2) x)) (sin (- pi x)))	0
(+ (cos (+ (/ pi 2) x)) (sin (- (* 2 pi) x)))	(* -2 (sin x))
(+ (sin (+ (/ (* 3 pi) 2) x)) (cos (+ pi x)))	(* -2 (cos x))
(+ (sin (- (/ (* 3 pi) 2) x)) (cos (- (* 2 pi) x)))	0
(+ (cos (- (/ (* 3 pi) 2) x)) (sin (+ pi x)))	(* -2 (sin x))
(- (cos (+ (/ (* 3 pi) 2) x)) (sin (- pi x)))	0
(+ (tan (+ pi x)) (tan (- (* 2 pi) x)))	0
(+ (tan (- pi x)) (tan (- (* 2 pi) x)))	(* -2 (tan x))
(- (sec (- (* 2 pi) x)) (sec (* -1 x)))	0
(+ (pow (sin (+ pi x)) 2) (pow (cos (- (* 2 pi) x)) 2))	1
(+ (pow (sin (- pi x)) 2) (pow (sin (- (/ (* 3 pi) 2) x)) 2))	1
(+ (pow (cos (+ (/ pi 2) x)) 2) (pow (cos (+ pi x)) 2))	1
(+ (pow (sin (+ (/ pi 2) x)) 2) (pow (sin (+ pi x)) 2))	1
(- (pow (sin (+ (/ (* 3 pi) 2) x)) 2) (pow (cos (- pi x)) 2))	0
(- 1 (pow (sin (+ pi x)) 2))	(pow (cos x) 2)
(- 1 (pow (cos (- (* 2 pi) x)) 2))	(pow (sin x) 2)
(/ (* (sin (- pi x)) (* (cos (- (* 2 pi) x)) (tan (- (/ (* 3 pi) 2) x)))) (* (cot (* -1 (+ x pi))) (sin (* -1 (+ x pi)))))	(* -1 (cos x))
(/ (* (cos (+ (/ pi 2) x)) (sin (- pi x))) (cos (- (/ (* 3 pi) 2) x)))	(sin x)
(* (tan (+ pi x)) (* (cos (- (* 2 pi) x)) (sin (- x (/ (* 3 pi) 2)))))	(* (sin x) (cos x))
(/ (* (sin (+ pi x)) (sin (+ (/ pi 2) x))) (tan (- pi x)))	(pow (cos x) 2)
(/ (* (cos (+ pi x)) (cos (- (/ pi 2) x))) (cot (- pi x)))	(pow (sin x) 2)
(/ (* (sin (+ pi x)) (cos (- (/ pi 2) x))) (tan (- pi x)))	(* (sin x) (cos x))
(* (sin (+ pi x)) (* (cos (- pi x)) (tan (- (* 2 pi) x))))	(* -1 (pow (sin x) 2))
(* (cos (+ pi x)) (* (sin (- pi x)) (cot (- (* 2 pi) x))))	(pow (cos x) 2)
(/ (- (cos x) (sin x)) (+ (cos x) (sin x)))	(tan (- (/ pi 4) x))
(- (cos (+ (/ pi 4) x)) (sin (- (/ pi 4) x)))	0
(* (sin (+ (/ pi 4) x)) (cos (+ (/ pi 4) x)))	(/ (cos (* 2 x)) 2)
(+ (pow (sin (+ (/ pi 4) x)) 2) (pow (sin (- (/ pi 4) x)) 2))	1
(+ (pow (cos (+ (/ pi 4) x)) 2) (pow (cos (- (/ pi 4) x)) 2))	1
(- (pow (sin (+ (/ pi 4) x)) 2) (pow (sin (- (/ pi 4) x)) 2))	(sin (* 2 x))
(- (pow (cos (- (/ pi 4) x)) 2) (pow (sin (- (/ pi 4) x)) 2))	(sin (* 2 x))
(* (sec (+ pi x)) (cos (- pi x)))	1
(* (csc (+ pi x)) (sin (- pi x)))	-1
(* (sec (+ (/ pi 2) x)) (sin (- (* 2 pi) x)))	1
(* (csc (+ (/ pi 2) x)) (cos (+ pi x)))	-1
(* (sec (- (* 2 pi) x)) (cos (* -1 x)))	1
(* (csc (+ (/ (* 3 pi) 2) x)) (cos (- pi x)))	1
(* (sec (- (/ (* 3 pi) 2) x)) (sin (+ pi x)))	1
(tan (+ (/ (* 3 pi) 2) x))	(* -1 (cot x))
(cot (- (/ (* 3 pi) 2) x))	(tan x)
(sec (+ (/ (* 3 pi) 2) x))	(csc x)
(sec (- (/ (* 3 pi) 2) x))	(* -1 (csc x))
(csc (- (/ (* 3 pi) 2) x))	(* -1 (sec x))
(csc (+ (/ (* 3 pi) 2) x))	(* -1 (sec x))
(* (sin (+ (/ pi 2) x)) (csc x))	(cot x)
(* (cos (- (/ pi 2) x)) (sec x))	(tan x)
(* (sin (- pi x)) (sec (- (* 2 pi) x)))	(tan x)
(* (cos (+ pi x)) (csc (+ pi x)))	(cot x)
(/ (sin (+ pi x)) (cos (+ pi x)))	(tan x)
(/ (sin (- (* 2 pi) x)) (cos (- (* 2 pi) x)))	(* -1 (tan x))
(/ (cos (- pi x)) (sin (- pi x)))	(* -1 (cot x))
(/ (sin (+ (/ pi 2) x)) (cos (+ (/ pi 2) x)))	(* -1 (cot x))
